category,image_id,mask_variation,gen_variation_id
banana,378515,random,1
banana,378515,random,2
banana,581781,random,0
banana,581781,random,1
banana,581781,random,2
banana,189078,random,0
banana,189078,random,1
banana,189078,random,2
banana,66706,random,0
banana,66706,random,1
banana,66706,random,2
banana,548506,random,0
banana,548506,random,1
banana,548506,random,2
banana,236721,random,0
banana,236721,random,1
banana,236721,random,2
banana,389812,random,0
banana,389812,random,1
banana,389812,random,2
banana,66231,random,0
banana,66231,random,1
banana,66231,random,2
banana,509131,random,0
banana,509131,random,1
banana,509131,random,2
banana,13004,random,0
banana,13004,random,1
banana,13004,random,2
banana,535253,random,0
banana,535253,random,1
banana,535253,random,2
banana,479448,random,0
banana,479448,random,1
banana,479448,random,2
banana,279769,random,0
banana,279769,random,1
banana,279769,random,2
banana,313562,random,0
banana,313562,random,1
banana,313562,random,2
banana,429281,random,0
banana,429281,random,1
banana,429281,random,2
banana,474854,random,0
banana,474854,random,1
banana,474854,random,2
banana,69356,random,0
banana,69356,random,1
banana,69356,random,2
banana,112378,random,0
banana,112378,random,1
banana,112378,random,2
banana,63740,random,0
banana,63740,random,1
banana,63740,random,2
banana,90891,random,0
banana,90891,random,1
banana,90891,random,2
banana,147740,random,0
banana,147740,random,1
banana,147740,random,2
banana,349480,random,0
banana,349480,random,1
banana,349480,random,2
banana,499031,random,0
banana,499031,random,1
banana,499031,random,2
banana,352618,random,0
banana,352618,random,1
banana,352618,random,2
banana,227187,random,0
banana,227187,random,1
banana,227187,random,2
banana,480122,random,0
banana,480122,random,1
banana,480122,random,2
banana,12667,random,0
banana,12667,random,1
banana,12667,random,2
banana,193926,random,0
banana,193926,random,1
banana,193926,random,2
banana,465806,random,0
banana,465806,random,1
banana,465806,random,2
banana,322959,random,0
banana,322959,random,1
banana,322959,random,2
banana,293794,random,0
banana,293794,random,1
banana,293794,random,2
banana,113589,random,0
banana,113589,random,1
banana,113589,random,2
banana,468925,random,0
banana,468925,random,1
banana,468925,random,2
banana,158660,random,0
banana,158660,random,1
banana,158660,random,2
banana,173008,random,0
banana,173008,random,1
banana,173008,random,2
baseball bat,514586,random,0
baseball bat,514586,random,1
baseball bat,514586,random,2
baseball bat,153669,random,0
baseball bat,153669,random,1
baseball bat,153669,random,2
baseball bat,427077,random,0
baseball bat,427077,random,1
baseball bat,427077,random,2
baseball bat,284743,random,0
baseball bat,284743,random,1
baseball bat,284743,random,2
baseball bat,160864,random,0
baseball bat,160864,random,1
baseball bat,160864,random,2
baseball bat,2153,random,0
baseball bat,2153,random,1
baseball bat,2153,random,2
baseball bat,259690,random,0
baseball bat,259690,random,1
baseball bat,259690,random,2
baseball bat,447088,random,0
baseball bat,447088,random,1
baseball bat,447088,random,2
baseball bat,429690,random,0
baseball bat,429690,random,1
baseball bat,429690,random,2
baseball bat,510095,random,0
baseball bat,510095,random,1
baseball bat,510095,random,2
baseball bat,203931,random,0
baseball bat,203931,random,1
baseball bat,203931,random,2
baseball bat,239773,random,0
baseball bat,239773,random,1
baseball bat,239773,random,2
baseball bat,305309,random,0
baseball bat,305309,random,1
baseball bat,305309,random,2
baseball bat,217285,random,0
baseball bat,217285,random,1
baseball bat,217285,random,2
baseball bat,370375,random,0
baseball bat,370375,random,1
baseball bat,370375,random,2
baseball bat,462031,random,0
baseball bat,462031,random,1
baseball bat,462031,random,2
baseball bat,89296,random,0
baseball bat,89296,random,1
baseball bat,89296,random,2
baseball bat,136915,random,0
baseball bat,136915,random,1
baseball bat,136915,random,2
baseball bat,447187,random,0
baseball bat,447187,random,1
baseball bat,447187,random,2
baseball bat,464089,random,0
baseball bat,464089,random,1
baseball bat,464089,random,2
baseball bat,311002,random,0
baseball bat,311002,random,1
baseball bat,311002,random,2
baseball bat,279774,random,0
baseball bat,279774,random,1
baseball bat,279774,random,2
baseball bat,474344,random,0
baseball bat,474344,random,1
baseball bat,474344,random,2
baseball bat,128748,random,0
baseball bat,128748,random,1
baseball bat,128748,random,2
baseball bat,427256,random,0
baseball bat,427256,random,1
baseball bat,427256,random,2
baseball bat,182021,random,0
baseball bat,182021,random,1
baseball bat,182021,random,2
baseball bat,264968,random,0
baseball bat,264968,random,1
baseball bat,264968,random,2
baseball bat,501005,random,0
baseball bat,501005,random,1
baseball bat,501005,random,2
baseball bat,126226,random,0
baseball bat,126226,random,1
baseball bat,126226,random,2
baseball bat,304404,random,0
baseball bat,304404,random,1
baseball bat,304404,random,2
baseball bat,43816,random,0
baseball bat,43816,random,1
baseball bat,43816,random,2
baseball bat,54593,random,0
baseball bat,54593,random,1
baseball bat,54593,random,2
baseball bat,6471,random,0
baseball bat,6471,random,1
baseball bat,6471,random,2
baseball bat,123213,random,0
baseball bat,123213,random,1
baseball bat,123213,random,2
baseball bat,506707,random,0
baseball bat,506707,random,1
baseball bat,506707,random,2
baseball bat,507223,random,0
baseball bat,507223,random,1
baseball bat,507223,random,2
baseball bat,262487,random,0
baseball bat,262487,random,1
baseball bat,262487,random,2
baseball bat,57232,random,0
baseball bat,57232,random,1
baseball bat,57232,random,2
baseball bat,86956,random,0
baseball bat,86956,random,1
baseball bat,86956,random,2
baseball bat,248752,random,0
baseball bat,248752,random,1
baseball bat,248752,random,2
baseball bat,357816,random,0
baseball bat,357816,random,1
baseball bat,357816,random,2
baseball bat,559547,random,0
baseball bat,559547,random,1
baseball bat,559547,random,2
baseball bat,404923,random,0
baseball bat,404923,random,1
baseball bat,404923,random,2
baseball bat,132544,random,0
baseball bat,132544,random,1
baseball bat,132544,random,2
baseball bat,491464,random,0
baseball bat,491464,random,1
baseball bat,491464,random,2
baseball bat,388056,random,0
baseball bat,388056,random,1
baseball bat,388056,random,2
baseball bat,33759,random,0
baseball bat,33759,random,1
baseball bat,33759,random,2
baseball bat,320490,random,0
baseball bat,320490,random,1
baseball bat,320490,random,2
baseball bat,415727,random,0
baseball bat,415727,random,1
baseball bat,415727,random,2
baseball bat,223738,random,0
baseball bat,223738,random,1
baseball bat,223738,random,2
bench,173057,random,0
bench,173057,random,1
bench,173057,random,2
bench,84492,random,0
bench,84492,random,1
bench,84492,random,2
bench,133645,random,0
bench,133645,random,1
bench,133645,random,2
bench,534041,random,0
bench,534041,random,1
bench,534041,random,2
bench,17436,random,0
bench,17436,random,1
bench,17436,random,2
bench,434204,random,0
bench,434204,random,1
bench,434204,random,2
bench,137246,random,0
bench,137246,random,1
bench,137246,random,2
bench,261161,random,0
bench,261161,random,1
bench,261161,random,2
bench,572462,random,0
bench,572462,random,1
bench,572462,random,2
bench,379441,random,0
bench,379441,random,1
bench,379441,random,2
bench,322610,random,0
bench,322610,random,1
bench,322610,random,2
bench,559160,random,0
bench,559160,random,1
bench,559160,random,2
bench,227898,random,0
bench,227898,random,1
bench,227898,random,2
bench,537153,random,0
bench,537153,random,1
bench,537153,random,2
bench,153669,random,0
bench,153669,random,1
bench,153669,random,2
bench,121417,random,0
bench,121417,random,1
bench,121417,random,2
bench,301135,random,0
bench,301135,random,1
bench,301135,random,2
bench,419408,random,0
bench,419408,random,1
bench,419408,random,2
bench,372819,random,0
bench,372819,random,1
bench,372819,random,2
bench,506454,random,0
bench,506454,random,1
bench,506454,random,2
bench,232538,random,0
bench,232538,random,1
bench,232538,random,2
bench,364636,random,0
bench,364636,random,1
bench,364636,random,2
bench,89697,random,0
bench,89697,random,1
bench,89697,random,2
bench,511076,random,0
bench,511076,random,1
bench,511076,random,2
bench,87144,random,0
bench,87144,random,1
bench,87144,random,2
bench,279145,random,0
bench,279145,random,1
bench,279145,random,2
bench,111207,random,0
bench,111207,random,1
bench,111207,random,2
bench,259690,random,0
bench,259690,random,1
bench,259690,random,2
bench,70254,random,0
bench,70254,random,1
bench,70254,random,2
bench,481390,random,0
bench,481390,random,1
bench,481390,random,2
bench,429690,random,0
bench,429690,random,1
bench,429690,random,2
bench,333956,random,0
bench,333956,random,1
bench,333956,random,2
bench,419974,random,0
bench,419974,random,1
bench,419974,random,2
bench,227478,random,0
bench,227478,random,1
bench,227478,random,2
bench,203931,random,0
bench,203931,random,1
bench,203931,random,2
bench,388258,random,0
bench,388258,random,1
bench,388258,random,2
bench,121506,random,0
bench,121506,random,1
bench,121506,random,2
bench,314541,random,0
bench,314541,random,1
bench,314541,random,2
bench,527528,random,0
bench,527528,random,1
bench,527528,random,2
bench,61108,random,0
bench,61108,random,1
bench,61108,random,2
bench,132796,random,0
bench,132796,random,1
bench,132796,random,2
bench,97988,random,0
bench,97988,random,1
bench,97988,random,2
bench,327890,random,0
bench,327890,random,1
bench,327890,random,2
bench,542423,random,0
bench,542423,random,1
bench,542423,random,2
bench,426203,random,0
bench,426203,random,1
bench,426203,random,2
bench,413404,random,0
bench,413404,random,1
bench,413404,random,2
bench,13546,random,0
bench,13546,random,1
bench,13546,random,2
bench,11511,random,0
bench,11511,random,1
bench,11511,random,2
bench,428280,random,0
bench,428280,random,1
bench,428280,random,2
bench,222458,random,0
bench,222458,random,1
bench,222458,random,2
bicycle,184324,random,0
bicycle,184324,random,1
bicycle,184324,random,2
bicycle,169996,random,0
bicycle,169996,random,1
bicycle,169996,random,2
bicycle,277005,random,0
bicycle,277005,random,1
bicycle,277005,random,2
bicycle,8211,random,0
bicycle,8211,random,1
bicycle,8211,random,2
bicycle,468505,random,0
bicycle,468505,random,1
bicycle,468505,random,2
bicycle,473118,random,0
bicycle,473118,random,1
bicycle,473118,random,2
bicycle,476704,random,0
bicycle,476704,random,1
bicycle,476704,random,2
bicycle,356387,random,0
bicycle,356387,random,1
bicycle,356387,random,2
bicycle,492077,random,0
bicycle,492077,random,1
bicycle,492077,random,2
bicycle,439854,random,0
bicycle,439854,random,1
bicycle,439854,random,2
bicycle,472623,random,0
bicycle,472623,random,1
bicycle,472623,random,2
bicycle,259640,random,0
bicycle,259640,random,1
bicycle,259640,random,2
bicycle,157756,random,0
bicycle,157756,random,1
bicycle,157756,random,2
bicycle,167486,random,0
bicycle,167486,random,1
bicycle,167486,random,2
bicycle,289343,random,0
bicycle,289343,random,1
bicycle,289343,random,2
bicycle,227399,random,0
bicycle,227399,random,1
bicycle,227399,random,2
bicycle,301135,random,0
bicycle,301135,random,1
bicycle,301135,random,2
bicycle,428111,random,0
bicycle,428111,random,1
bicycle,428111,random,2
bicycle,403565,random,0
bicycle,403565,random,1
bicycle,403565,random,2
bicycle,242287,random,0
bicycle,242287,random,1
bicycle,242287,random,2
bicycle,226417,random,0
bicycle,226417,random,1
bicycle,226417,random,2
bicycle,70774,random,0
bicycle,70774,random,1
bicycle,70774,random,2
bicycle,319607,random,0
bicycle,319607,random,1
bicycle,319607,random,2
bicycle,10363,random,0
bicycle,10363,random,1
bicycle,10363,random,2
bicycle,125572,random,0
bicycle,125572,random,1
bicycle,125572,random,2
bicycle,488592,random,0
bicycle,488592,random,1
bicycle,488592,random,2
bicycle,40083,random,0
bicycle,40083,random,1
bicycle,40083,random,2
bicycle,72852,random,0
bicycle,72852,random,1
bicycle,72852,random,2
bicycle,378515,random,0
bicycle,378515,random,1
bicycle,378515,random,2
bicycle,470173,random,0
bicycle,470173,random,1
bicycle,470173,random,2
bicycle,266400,random,0
bicycle,266400,random,1
bicycle,266400,random,2
bicycle,573094,random,0
bicycle,573094,random,1
bicycle,573094,random,2
bicycle,426166,random,0
bicycle,426166,random,1
bicycle,426166,random,2
bicycle,531134,random,0
bicycle,531134,random,1
bicycle,531134,random,2
bicycle,152771,random,0
bicycle,152771,random,1
bicycle,152771,random,2
bicycle,97988,random,0
bicycle,97988,random,1
bicycle,97988,random,2
bicycle,8899,random,0
bicycle,8899,random,1
bicycle,8899,random,2
bicycle,296649,random,0
bicycle,296649,random,1
bicycle,296649,random,2
bicycle,107226,random,0
bicycle,107226,random,1
bicycle,107226,random,2
bicycle,424162,random,0
bicycle,424162,random,1
bicycle,424162,random,2
bicycle,196843,random,0
bicycle,196843,random,1
bicycle,196843,random,2
bicycle,15597,random,0
bicycle,15597,random,1
bicycle,15597,random,2
bicycle,279278,random,0
bicycle,279278,random,1
bicycle,279278,random,2
bicycle,441586,random,0
bicycle,441586,random,1
bicycle,441586,random,2
bicycle,135410,random,0
bicycle,135410,random,1
bicycle,135410,random,2
bicycle,259830,random,0
bicycle,259830,random,1
bicycle,259830,random,2
bicycle,261888,random,0
bicycle,261888,random,1
bicycle,261888,random,2
bicycle,356612,random,0
bicycle,356612,random,1
bicycle,356612,random,2
bicycle,394510,random,0
bicycle,394510,random,1
bicycle,394510,random,2
bicycle,164115,random,0
bicycle,164115,random,1
bicycle,164115,random,2
bird,55299,random,0
bird,55299,random,1
bird,55299,random,2
bird,523811,random,0
bird,523811,random,1
bird,523811,random,2
bird,32811,random,0
bird,32811,random,1
bird,32811,random,2
bird,544811,random,0
bird,544811,random,1
bird,544811,random,2
bird,186422,random,0
bird,186422,random,1
bird,186422,random,2
bird,277051,random,0
bird,277051,random,1
bird,277051,random,2
bird,489046,random,0
bird,489046,random,1
bird,489046,random,2
bird,402519,random,0
bird,402519,random,1
bird,402519,random,2
bird,404568,random,0
bird,404568,random,1
bird,404568,random,2
bird,31322,random,0
bird,31322,random,1
bird,31322,random,2
bird,285788,random,0
bird,285788,random,1
bird,285788,random,2
bird,511076,random,0
bird,511076,random,1
bird,511076,random,2
bird,494188,random,0
bird,494188,random,1
bird,494188,random,2
bird,229997,random,0
bird,229997,random,1
bird,229997,random,2
bird,210032,random,0
bird,210032,random,1
bird,210032,random,2
bird,289393,random,0
bird,289393,random,1
bird,289393,random,2
bird,149622,random,0
bird,149622,random,1
bird,149622,random,2
bird,284279,random,0
bird,284279,random,1
bird,284279,random,2
bird,300155,random,0
bird,300155,random,1
bird,300155,random,2
bird,100489,random,0
bird,100489,random,1
bird,100489,random,2
bird,490125,random,0
bird,490125,random,1
bird,490125,random,2
bird,418959,random,0
bird,418959,random,1
bird,418959,random,2
bird,216739,random,0
bird,216739,random,1
bird,216739,random,2
bird,508602,random,0
bird,508602,random,1
bird,508602,random,2
bird,578236,random,0
bird,578236,random,1
bird,578236,random,2
bird,123585,random,0
bird,123585,random,1
bird,123585,random,2
bird,357060,random,0
bird,357060,random,1
bird,357060,random,2
bird,176847,random,0
bird,176847,random,1
bird,176847,random,2
bird,324818,random,0
bird,324818,random,1
bird,324818,random,2
bird,505565,random,0
bird,505565,random,1
bird,505565,random,2
bird,335081,random,0
bird,335081,random,1
bird,335081,random,2
bird,459500,random,0
bird,459500,random,1
bird,459500,random,2
bird,197870,random,0
bird,197870,random,1
bird,197870,random,2
bird,1268,random,0
bird,1268,random,1
bird,1268,random,2
bird,463618,random,0
bird,463618,random,1
bird,463618,random,2
bird,368900,random,0
bird,368900,random,1
bird,368900,random,2
bird,82696,random,0
bird,82696,random,1
bird,82696,random,2
bird,65288,random,0
bird,65288,random,1
bird,65288,random,2
bird,407825,random,0
bird,407825,random,1
bird,407825,random,2
bird,509719,random,0
bird,509719,random,1
bird,509719,random,2
bird,46378,random,0
bird,46378,random,1
bird,46378,random,2
bird,519491,random,0
bird,519491,random,1
bird,519491,random,2
bird,221017,random,0
bird,221017,random,1
bird,221017,random,2
bird,250205,random,0
bird,250205,random,1
bird,250205,random,2
bird,166259,random,0
bird,166259,random,1
bird,166259,random,2
bird,227187,random,0
bird,227187,random,1
bird,227187,random,2
bird,464251,random,0
bird,464251,random,1
bird,464251,random,2
bird,460160,random,0
bird,460160,random,1
bird,460160,random,2
bird,106881,random,0
bird,106881,random,1
bird,106881,random,2
bird,60823,random,0
bird,60823,random,1
bird,60823,random,2
book,25603,random,0
book,25603,random,1
book,25603,random,2
book,547336,random,0
book,547336,random,1
book,547336,random,2
book,458255,random,0
book,458255,random,1
book,458255,random,2
book,551439,random,0
book,551439,random,1
book,551439,random,2
book,250901,random,0
book,250901,random,1
book,250901,random,2
book,24610,random,0
book,24610,random,1
book,24610,random,2
book,421923,random,0
book,421923,random,1
book,421923,random,2
book,398377,random,0
book,398377,random,1
book,398377,random,2
book,172595,random,0
book,172595,random,1
book,172595,random,2
book,71226,random,0
book,71226,random,1
book,71226,random,2
book,147518,random,0
book,147518,random,1
book,147518,random,2
book,16958,random,0
book,16958,random,1
book,16958,random,2
book,413247,random,0
book,413247,random,1
book,413247,random,2
book,334399,random,0
book,334399,random,1
book,334399,random,2
book,172617,random,0
book,172617,random,1
book,172617,random,2
book,166478,random,0
book,166478,random,1
book,166478,random,2
book,154705,random,0
book,154705,random,1
book,154705,random,2
book,262227,random,0
book,262227,random,1
book,262227,random,2
book,77396,random,0
book,77396,random,1
book,77396,random,2
book,416343,random,0
book,416343,random,1
book,416343,random,2
book,222299,random,0
book,222299,random,1
book,222299,random,2
book,472678,random,0
book,472678,random,1
book,472678,random,2
book,176232,random,0
book,176232,random,1
book,176232,random,2
book,565877,random,0
book,565877,random,1
book,565877,random,2
book,540280,random,0
book,540280,random,1
book,540280,random,2
book,323202,random,0
book,323202,random,1
book,323202,random,2
book,473219,random,0
book,473219,random,1
book,473219,random,2
book,455301,random,0
book,455301,random,1
book,455301,random,2
book,125062,random,0
book,125062,random,1
book,125062,random,2
book,476810,random,0
book,476810,random,1
book,476810,random,2
book,112798,random,0
book,112798,random,1
book,112798,random,2
book,480936,random,0
book,480936,random,1
book,480936,random,2
book,93353,random,0
book,93353,random,1
book,93353,random,2
book,309938,random,0
book,309938,random,1
book,309938,random,2
book,507575,random,0
book,507575,random,1
book,507575,random,2
book,179898,random,0
book,179898,random,1
book,179898,random,2
book,135872,random,0
book,135872,random,1
book,135872,random,2
book,179392,random,0
book,179392,random,1
book,179392,random,2
book,553664,random,0
book,553664,random,1
book,553664,random,2
book,125129,random,0
book,125129,random,1
book,125129,random,2
book,466125,random,0
book,466125,random,1
book,466125,random,2
book,308430,random,0
book,308430,random,1
book,308430,random,2
book,214224,random,0
book,214224,random,1
book,214224,random,2
book,575187,random,0
book,575187,random,1
book,575187,random,2
book,535253,random,0
book,535253,random,1
book,535253,random,2
book,215778,random,0
book,215778,random,1
book,215778,random,2
book,539883,random,0
book,539883,random,1
book,539883,random,2
book,123633,random,0
book,123633,random,1
book,123633,random,2
book,167159,random,0
book,167159,random,1
book,167159,random,2
book,58111,random,0
book,58111,random,1
book,58111,random,2
bottle,555009,random,0
bottle,555009,random,1
bottle,555009,random,2
bottle,385029,random,0
bottle,385029,random,1
bottle,385029,random,2
bottle,239627,random,0
bottle,239627,random,1
bottle,239627,random,2
bottle,479248,random,0
bottle,479248,random,1
bottle,479248,random,2
bottle,47121,random,0
bottle,47121,random,1
bottle,47121,random,2
bottle,387098,random,0
bottle,387098,random,1
bottle,387098,random,2
bottle,460841,random,0
bottle,460841,random,1
bottle,460841,random,2
bottle,485424,random,0
bottle,485424,random,1
bottle,485424,random,2
bottle,215114,random,0
bottle,215114,random,1
bottle,215114,random,2
bottle,327769,random,0
bottle,327769,random,1
bottle,327769,random,2
bottle,419974,random,0
bottle,419974,random,1
bottle,419974,random,2
bottle,18575,random,0
bottle,18575,random,1
bottle,18575,random,2
bottle,405691,random,0
bottle,405691,random,1
bottle,405691,random,2
bottle,145597,random,0
bottle,145597,random,1
bottle,145597,random,2
bottle,319696,random,0
bottle,319696,random,1
bottle,319696,random,2
bottle,92416,random,0
bottle,92416,random,1
bottle,92416,random,2
bottle,213255,random,0
bottle,213255,random,1
bottle,213255,random,2
bottle,426253,random,0
bottle,426253,random,1
bottle,426253,random,2
bottle,174371,random,0
bottle,174371,random,1
bottle,174371,random,2
bottle,102707,random,0
bottle,102707,random,1
bottle,102707,random,2
bottle,280891,random,0
bottle,280891,random,1
bottle,280891,random,2
bottle,473406,random,0
bottle,473406,random,1
bottle,473406,random,2
bottle,284991,random,0
bottle,284991,random,1
bottle,284991,random,2
bottle,512330,random,0
bottle,512330,random,1
bottle,512330,random,2
bottle,414034,random,0
bottle,414034,random,1
bottle,414034,random,2
bottle,280930,random,0
bottle,280930,random,1
bottle,280930,random,2
bottle,231822,random,0
bottle,231822,random,1
bottle,231822,random,2
bottle,377239,random,0
bottle,377239,random,1
bottle,377239,random,2
bottle,559513,random,0
bottle,559513,random,1
bottle,559513,random,2
bottle,156076,random,0
bottle,156076,random,1
bottle,156076,random,2
bottle,506310,random,0
bottle,506310,random,1
bottle,506310,random,2
bottle,305609,random,0
bottle,305609,random,1
bottle,305609,random,2
bottle,512476,random,0
bottle,512476,random,1
bottle,512476,random,2
bottle,68078,random,0
bottle,68078,random,1
bottle,68078,random,2
bottle,92660,random,0
bottle,92660,random,1
bottle,92660,random,2
bottle,248314,random,0
bottle,248314,random,1
bottle,248314,random,2
bottle,141821,random,0
bottle,141821,random,1
bottle,141821,random,2
bottle,293390,random,0
bottle,293390,random,1
bottle,293390,random,2
bottle,166426,random,0
bottle,166426,random,1
bottle,166426,random,2
bottle,277051,random,0
bottle,277051,random,1
bottle,277051,random,2
bottle,569917,random,0
bottle,569917,random,1
bottle,569917,random,2
bottle,64084,random,0
bottle,64084,random,1
bottle,64084,random,2
bottle,287347,random,0
bottle,287347,random,1
bottle,287347,random,2
bottle,322163,random,0
bottle,322163,random,1
bottle,322163,random,2
bottle,2685,random,0
bottle,2685,random,1
bottle,2685,random,2
bottle,381587,random,0
bottle,381587,random,1
bottle,381587,random,2
bottle,301718,random,0
bottle,301718,random,1
bottle,301718,random,2
bottle,463527,random,0
bottle,463527,random,1
bottle,463527,random,2
bottle,520871,random,0
bottle,520871,random,1
bottle,520871,random,2
bottle,170670,random,0
bottle,170670,random,1
bottle,170670,random,2
bowl,385029,random,0
bowl,385029,random,1
bowl,385029,random,2
bowl,239627,random,0
bowl,239627,random,1
bowl,239627,random,2
