category,image_id,mask_variation,gen_variation_id,nima_mean,nima_std,giqa_score,itm,cos
toothbrush,175251,segm,1,5.1729254722595215,1.5581101179122925,-929.5834745736925,0.5390625,0.342529296875
toothbrush,175251,segm,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,241319,bbox,0,5.265158176422119,1.4124195575714111,-558.4054990471914,0.322021484375,0.319580078125
toothbrush,241319,bbox,1,5.358789443969727,1.437677264213562,-533.049736279851,0.63623046875,0.441650390625
toothbrush,241319,bbox,2,5.478302478790283,1.436298370361328,-454.9648773608324,0.5830078125,0.455322265625
toothbrush,241319,segm,0,5.38491678237915,1.388815999031067,-507.6711809023991,0.466064453125,0.420654296875
toothbrush,241319,segm,1,5.2859883308410645,1.3911415338516235,-449.9351977962033,0.310546875,0.426025390625
toothbrush,241319,segm,2,5.310225009918213,1.4002046585083008,-437.2687227563083,0.30224609375,0.401611328125
toothbrush,445999,bbox,0,3.843448400497437,1.3513779640197754,-409.04548371987767,0.47412109375,0.31689453125
toothbrush,445999,bbox,1,3.956034898757935,1.3701452016830444,-457.58700397677103,0.1778564453125,0.26708984375
toothbrush,445999,bbox,2,3.7671849727630615,1.2777903079986572,-299.1581018976435,0.27392578125,0.288818359375
toothbrush,445999,segm,0,3.7946910858154297,1.340281963348389,-321.92512314842725,0.1663818359375,0.265625
toothbrush,445999,segm,1,4.293344497680664,1.4707800149917605,-470.6123534482158,0.52294921875,0.310546875
toothbrush,445999,segm,2,4.04594612121582,1.3570969104766846,-389.6623774067493,0.42822265625,0.31103515625
toothbrush,92091,bbox,0,4.204502582550049,1.427568793296814,-416.11176382241,0.384033203125,0.334716796875
toothbrush,92091,bbox,1,4.327436447143555,1.5501600503921509,-495.47145130511217,0.1505126953125,0.3056640625
toothbrush,92091,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,92091,segm,0,4.255337715148926,1.498447060585022,-445.7488492960752,0.116455078125,0.264892578125
toothbrush,92091,segm,1,4.275578022003174,1.493092656135559,-496.8166506242114,0.100341796875,0.28564453125
toothbrush,92091,segm,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,521405,bbox,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,521405,bbox,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,521405,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,521405,segm,0,5.169495582580566,1.4912006855010986,-444.2405628474751,0.1654052734375,0.44189453125
toothbrush,521405,segm,1,5.486273288726807,1.471272349357605,-417.448544933495,0.5341796875,0.446044921875
toothbrush,521405,segm,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,492878,bbox,0,5.337626457214356,1.4904654026031494,-506.5195873421562,0.05645751953125,0.25341796875
toothbrush,492878,bbox,1,5.744843482971191,1.4955132007598877,-585.3705219944354,0.02655029296875,0.251708984375
toothbrush,492878,bbox,2,5.487557411193848,1.5057746171951294,-511.74502660766393,0.09259033203125,0.24560546875
toothbrush,492878,segm,0,5.418952465057373,1.5603644847869873,-487.0510631205361,0.0124053955078125,0.2073974609375
toothbrush,492878,segm,1,5.199028015136719,1.6413944959640503,-676.4812968468987,0.00836181640625,0.2113037109375
toothbrush,492878,segm,2,5.203380107879639,1.6269948482513428,-575.5326695250214,0.05560302734375,0.23876953125
toothbrush,507473,bbox,0,4.391177177429199,1.494014859199524,-529.7273270972314,0.362548828125,0.282958984375
toothbrush,507473,bbox,1,4.2240800857543945,1.416861653327942,-466.8909057050287,0.382080078125,0.331787109375
toothbrush,507473,bbox,2,4.515972137451172,1.5456279516220093,-747.767167327429,0.548828125,0.366943359375
toothbrush,507473,segm,0,4.310940742492676,1.490549087524414,-462.4478021300079,0.475341796875,0.30126953125
toothbrush,507473,segm,1,4.228018283843994,1.413640379905701,-391.997955117012,0.5126953125,0.364013671875
toothbrush,507473,segm,2,4.248091220855713,1.442616581916809,-386.2595582955919,0.448486328125,0.296142578125
toothbrush,563281,bbox,0,4.465965270996094,1.6297388076782229,-534.9088102559508,0.2347412109375,0.2491455078125
toothbrush,563281,bbox,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,563281,bbox,2,4.467549800872803,1.6301177740097046,-523.9887625596293,0.22607421875,0.263671875
toothbrush,563281,segm,0,4.4433417320251465,1.6302156448364258,-575.9294267815494,0.10455322265625,0.2388916015625
toothbrush,563281,segm,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,563281,segm,2,4.444464206695557,1.6074790954589844,-476.3370799587483,0.1290283203125,0.2430419921875
toothbrush,368212,bbox,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,368212,bbox,1,6.264973640441895,1.5493369102478027,-990.4269042699028,0.047119140625,0.203857421875
toothbrush,368212,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,368212,segm,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,368212,segm,1,6.391154766082764,1.5335630178451538,-845.5693131085591,0.0728759765625,0.231201171875
toothbrush,368212,segm,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,500565,bbox,0,4.541304111480713,1.5258455276489258,-317.7528489576398,0.081298828125,0.313232421875
toothbrush,500565,bbox,1,4.694316864013672,1.4635636806488037,-359.4101885799705,0.1873779296875,0.3515625
toothbrush,500565,bbox,2,4.740213871002197,1.5340672731399536,-339.0359717766919,0.07305908203125,0.2939453125
toothbrush,500565,segm,0,4.765234470367432,1.4826796054840088,-432.22348233894536,0.307373046875,0.311767578125
toothbrush,500565,segm,1,4.79008150100708,1.5073057413101196,-431.4931871176073,0.3232421875,0.3076171875
toothbrush,500565,segm,2,4.856448173522949,1.4832674264907837,-408.0583083114077,0.2109375,0.288330078125
toothbrush,560474,bbox,0,5.269725322723389,1.456484317779541,-491.97242468384366,0.0145339965820312,0.230712890625
toothbrush,560474,bbox,1,5.348794460296631,1.5090447664260864,-336.5977004217684,0.09619140625,0.2261962890625
toothbrush,560474,bbox,2,5.175580024719238,1.4927644729614258,-638.537323986267,0.099365234375,0.27978515625
toothbrush,560474,segm,0,5.473686218261719,1.5110481977462769,-600.1932001588034,0.4033203125,0.33837890625
toothbrush,560474,segm,1,5.339241981506348,1.5388046503067017,-582.9229468707613,0.30419921875,0.337158203125
toothbrush,560474,segm,2,5.38963794708252,1.4861068725585938,-553.3211693681642,0.250732421875,0.28369140625
toothbrush,311394,bbox,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,311394,bbox,1,5.641523361206055,1.5308948755264282,-885.9838061822029,0.042633056640625,0.331787109375
toothbrush,311394,bbox,2,5.927495002746582,1.5317881107330322,-745.6291502218642,0.08819580078125,0.322265625
toothbrush,311394,segm,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,311394,segm,1,5.24768590927124,1.5664695501327517,-513.5190285125329,0.57958984375,0.375
toothbrush,311394,segm,2,5.210086345672607,1.57257080078125,-413.897466889925,0.352294921875,0.36474609375
toothbrush,578922,bbox,0,4.160715103149414,1.5059466361999512,-491.4602623407641,0.227783203125,0.314453125
toothbrush,578922,bbox,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,578922,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.1766357421875,0.30029296875
toothbrush,578922,segm,0,4.892643451690674,1.5771403312683103,-510.4789557375411,0.351318359375,0.32373046875
toothbrush,578922,segm,1,4.863787651062012,1.5659950971603394,-428.5285682874355,0.5234375,0.322021484375
toothbrush,578922,segm,2,4.808219909667969,1.5599329471588137,-438.2517071530849,0.354736328125,0.30859375
toothbrush,229358,bbox,0,5.508090496063232,1.5176832675933838,-766.2144675641798,0.0074310302734375,0.212890625
toothbrush,229358,bbox,1,5.207580089569092,1.492940068244934,-744.827636514899,0.0042991638183593,0.2015380859375
toothbrush,229358,bbox,2,5.548828125,1.4794646501541138,-754.6694324806576,0.0051498413085937,0.1927490234375
toothbrush,229358,segm,0,5.173274517059326,1.5251710414886477,-636.7031089622642,0.0054283142089843,0.2130126953125
toothbrush,229358,segm,1,5.152309894561768,1.5092191696166992,-588.3983773318446,0.0107955932617187,0.22802734375
toothbrush,229358,segm,2,5.092049598693848,1.5097224712371826,-574.6596271689505,0.0097427368164062,0.1932373046875
teddy bear,199681,bbox,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,199681,bbox,1,5.2800612449646,1.5619667768478394,-515.8560946027865,0.413818359375,0.440673828125
teddy bear,199681,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,199681,segm,0,5.450411796569824,1.5595985651016235,-407.6518351375749,0.426513671875,0.4189453125
teddy bear,199681,segm,1,5.4528093338012695,1.5315347909927368,-422.1265467072072,0.444091796875,0.410400390625
teddy bear,199681,segm,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,435205,bbox,0,5.477775573730469,1.5135914087295532,-379.0651548665537,0.33837890625,0.43212890625
teddy bear,435205,bbox,1,6.068731784820557,1.4893500804901123,-474.4046864436,0.366943359375,0.43896484375
teddy bear,435205,bbox,2,6.110118865966797,1.4275915622711182,-526.417984036369,0.33056640625,0.423095703125
teddy bear,435205,segm,0,5.333518505096436,1.5450741052627563,-232.46279918009,0.1514892578125,0.386962890625
teddy bear,435205,segm,1,5.968210697174072,1.5012575387954712,-544.267043341732,0.313720703125,0.41943359375
teddy bear,435205,segm,2,6.024379253387451,1.455524444580078,-437.51228691911297,0.341796875,0.42529296875
teddy bear,80413,bbox,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,80413,bbox,1,4.594505786895752,1.360127329826355,-369.53220704139767,0.425048828125,0.436279296875
teddy bear,80413,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,80413,segm,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,80413,segm,1,4.421541690826416,1.28156578540802,-223.3304193248516,0.41845703125,0.447998046875
teddy bear,80413,segm,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,276018,bbox,0,5.583453178405762,1.5825034379959106,-378.6774674573139,0.2369384765625,0.34716796875
teddy bear,276018,bbox,1,5.583528995513916,1.5317684412002563,-408.6765882606087,0.042510986328125,0.318603515625
teddy bear,276018,bbox,2,5.284860610961914,1.5820285081863403,-448.5013530793408,0.333984375,0.35986328125
teddy bear,276018,segm,0,5.3064165115356445,1.5882400274276731,-412.8704003061055,0.0369873046875,0.298583984375
teddy bear,276018,segm,1,5.484681129455566,1.5528128147125244,-651.6649965754755,0.059417724609375,0.31787109375
teddy bear,276018,segm,2,5.311391353607178,1.5831117630004885,-411.6894959377228,0.1314697265625,0.35302734375
teddy bear,20553,bbox,0,4.476624011993408,1.3339710235595703,-341.8559299071112,0.0889892578125,0.309814453125
teddy bear,20553,bbox,1,4.809501647949219,1.3883397579193115,-330.84729527383047,0.132080078125,0.340576171875
teddy bear,20553,bbox,2,4.978907108306885,1.3844929933547974,-424.23733339206433,0.0843505859375,0.39208984375
teddy bear,20553,segm,0,4.454447269439697,1.3472305536270142,-365.53925524698207,0.28857421875,0.390869140625
teddy bear,20553,segm,1,4.357227802276611,1.2782316207885742,-364.135759383674,0.242919921875,0.3876953125
teddy bear,20553,segm,2,4.643117427825928,1.3488612174987793,-352.81865408243584,0.1939697265625,0.393798828125
teddy bear,554579,bbox,0,4.650504112243652,1.508544921875,-455.63661305139885,0.0098419189453125,0.253662109375
teddy bear,554579,bbox,1,4.560000419616699,1.579476237297058,-547.7288918341237,0.0001994371414184,0.1685791015625
teddy bear,554579,bbox,2,4.455581665039063,1.5771377086639404,-505.2969013648499,0.0196685791015625,0.2078857421875
teddy bear,554579,segm,0,4.508068084716797,1.521411418914795,-511.1049169544608,0.357421875,0.359130859375
teddy bear,554579,segm,1,4.485587120056152,1.508067607879639,-594.1414470575651,0.457275390625,0.357177734375
teddy bear,554579,segm,2,4.752912521362305,1.5878684520721436,-502.24981772498654,0.0094528198242187,0.2421875
teddy bear,315492,bbox,0,3.989315509796143,1.527548909187317,-445.6500085119758,0.044281005859375,0.33642578125
teddy bear,315492,bbox,1,4.380331993103027,1.586158037185669,-480.984434287609,0.043121337890625,0.2744140625
teddy bear,315492,bbox,2,4.251762390136719,1.5189423561096191,-518.1501701811308,0.032684326171875,0.322021484375
teddy bear,315492,segm,0,4.077682971954346,1.5590627193450928,-528.8870735994938,0.0017786026000976,0.286376953125
teddy bear,315492,segm,1,4.328425884246826,1.5861302614212036,-566.3883415728133,0.034912109375,0.278564453125
teddy bear,315492,segm,2,4.239112377166748,1.5681308507919312,-487.76389467790136,0.061370849609375,0.3193359375
teddy bear,226408,bbox,0,5.374764919281006,1.3896539211273191,-415.50451524764367,0.300048828125,0.415771484375
teddy bear,226408,bbox,1,5.179549217224121,1.462819218635559,-526.5171795518631,0.07843017578125,0.3896484375
teddy bear,226408,bbox,2,5.377438068389893,1.4361003637313845,-651.8375144734136,0.1673583984375,0.4326171875
teddy bear,226408,segm,0,5.333436965942383,1.501798152923584,-481.6020337676,0.2666015625,0.38525390625
teddy bear,226408,segm,1,5.321922779083252,1.490472435951233,-538.7053678631651,0.1788330078125,0.375
teddy bear,226408,segm,2,5.289856433868408,1.4928817749023438,-534.0350285684185,0.226318359375,0.379638671875
teddy bear,125062,bbox,0,5.708353519439697,1.3644957542419434,-273.71770472109824,0.3046875,0.408935546875
teddy bear,125062,bbox,1,5.673387050628662,1.38876473903656,-313.8180353131352,0.290771484375,0.413818359375
teddy bear,125062,bbox,2,5.96406888961792,1.414304494857788,-327.2953103573563,0.270263671875,0.408447265625
teddy bear,125062,segm,0,5.591005802154541,1.37656569480896,-375.6037688247975,0.350341796875,0.425537109375
teddy bear,125062,segm,1,5.70906925201416,1.3788236379623413,-401.593015562074,0.363525390625,0.427734375
teddy bear,125062,segm,2,5.706014633178711,1.4227616786956787,-364.0577423686236,0.340576171875,0.421630859375
teddy bear,283785,bbox,0,5.228019714355469,1.5595346689224243,-514.4457270175576,0.0120086669921875,0.231201171875
teddy bear,283785,bbox,1,5.65736198425293,1.4680770635604858,-442.341022522347,0.0127944946289062,0.2110595703125
teddy bear,283785,bbox,2,5.0197858810424805,1.6081980466842651,-462.32437897695536,0.06329345703125,0.2259521484375
teddy bear,283785,segm,0,5.295497417449951,1.4949445724487305,-399.4856507850418,0.1697998046875,0.254638671875
teddy bear,283785,segm,1,5.631297588348389,1.451379895210266,-467.09188288284986,0.1683349609375,0.260986328125
teddy bear,283785,segm,2,5.328239440917969,1.4597556591033936,-392.96643094658543,0.1856689453125,0.280517578125
teddy bear,211120,bbox,0,4.693401336669922,1.3888357877731323,-319.7578432645876,0.39453125,0.4052734375
teddy bear,211120,bbox,1,4.919845581054688,1.431755304336548,-228.65326568425164,0.448974609375,0.43701171875
teddy bear,211120,bbox,2,4.78985595703125,1.411880373954773,-311.5700699223901,0.3857421875,0.444091796875
teddy bear,211120,segm,0,4.579985618591309,1.3941737413406372,-422.50520765024703,0.395751953125,0.401123046875
teddy bear,211120,segm,1,4.830780506134033,1.4525986909866333,-295.9897910045341,0.412353515625,0.4296875
teddy bear,211120,segm,2,4.664220333099365,1.4338635206222534,-292.39624384319484,0.45556640625,0.432861328125
teddy bear,319696,bbox,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,319696,bbox,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,319696,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,319696,segm,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,319696,segm,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,319696,segm,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,370900,bbox,0,4.254837512969971,1.3537817001342771,-450.9483276142114,0.26708984375,0.38134765625
teddy bear,370900,bbox,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,370900,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,370900,segm,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,370900,segm,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,370900,segm,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,453341,bbox,0,4.682429313659668,1.5451258420944214,-501.638092476456,0.2705078125,0.2939453125
teddy bear,453341,bbox,1,4.475147724151611,1.4908872842788696,-412.7828516016557,0.466796875,0.4169921875
teddy bear,453341,bbox,2,4.553205490112305,1.5188333988189695,-428.1800236853951,0.1434326171875,0.289794921875
teddy bear,453341,segm,0,4.584628105163574,1.5064260959625244,-533.7093983714576,0.11968994140625,0.287109375
teddy bear,453341,segm,1,4.452306747436523,1.50086772441864,-528.8873208831633,0.3681640625,0.323974609375
teddy bear,453341,segm,2,4.340332984924316,1.5201774835586548,-432.743172625361,0.1268310546875,0.302978515625
teddy bear,205542,bbox,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,205542,bbox,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,205542,bbox,2,5.05626106262207,1.4003002643585205,-544.728757017062,0.5400390625,0.4208984375
teddy bear,205542,segm,0,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,205542,segm,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,205542,segm,2,5.206175327301025,1.4663234949111938,-381.92207919374187,0.53271484375,0.428466796875
teddy bear,162035,bbox,0,5.84454870223999,1.394338846206665,-418.00387818318495,0.374267578125,0.452392578125
teddy bear,162035,bbox,1,5.765838623046875,1.4468110799789429,-365.31982215410267,0.421142578125,0.431884765625
teddy bear,162035,bbox,2,5.649312973022461,1.412224531173706,-494.91788034946376,0.2445068359375,0.41015625
teddy bear,162035,segm,0,5.825604438781738,1.3875503540039062,-458.4010681836917,0.30029296875,0.44091796875
teddy bear,162035,segm,1,5.617704391479492,1.3927336931228638,-420.4176293688729,0.0809326171875,0.3603515625
teddy bear,162035,segm,2,5.7169599533081055,1.354402780532837,-655.4852566399527,0.3701171875,0.447998046875
teddy bear,117492,bbox,0,5.014067649841309,1.531227469444275,-450.6777926735881,0.08062744140625,0.344482421875
teddy bear,117492,bbox,1,4.792183876037598,1.56022047996521,-312.5165077910849,0.229736328125,0.3740234375
teddy bear,117492,bbox,2,5.029155731201172,1.5315643548965454,-495.5898563726528,0.1956787109375,0.36865234375
teddy bear,117492,segm,0,4.811880111694336,1.5990861654281616,-450.1336775750858,0.1256103515625,0.29638671875
teddy bear,117492,segm,1,5.069188117980957,1.5706627368927002,-379.3746433515792,0.189697265625,0.35107421875
teddy bear,117492,segm,2,4.919794082641602,1.5712823867797852,-481.35354997157697,0.20556640625,0.350341796875
teddy bear,113403,bbox,0,5.390681266784668,1.435123324394226,-695.9380230214274,0.195068359375,0.429443359375
teddy bear,113403,bbox,1,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,113403,bbox,2,5.890288829803467,1.4081896543502808,-281.4080228818821,0.265625,0.43017578125
teddy bear,113403,segm,0,5.704180240631104,1.4655951261520386,-272.6445913851146,0.2244873046875,0.4453125
teddy bear,113403,segm,1,5.690461158752441,1.4621165990829468,-391.6543108626033,0.1800537109375,0.422607421875
teddy bear,113403,segm,2,5.917043685913086,1.4202901124954224,-177.54880087451173,0.2093505859375,0.419921875
teddy bear,109827,bbox,0,5.903402328491211,1.31455397605896,-718.6004502567293,0.421630859375,0.422607421875
teddy bear,109827,bbox,1,6.031896114349365,1.2588927745819092,-438.963123139692,0.370849609375,0.428955078125
teddy bear,109827,bbox,2,6.092270851135254,1.2509536743164062,-420.2953579993791,0.40771484375,0.4384765625
teddy bear,109827,segm,0,6.007061958312988,1.3397771120071411,-266.15166483988514,0.375,0.4423828125
teddy bear,109827,segm,1,5.846965312957764,1.3114455938339231,-373.162723923524,0.346923828125,0.4248046875
teddy bear,109827,segm,2,5.939957618713379,1.27095627784729,-582.0106586298493,0.377685546875,0.43994140625
teddy bear,82180,bbox,0,4.927257061004639,1.4270397424697876,-362.6904030635928,0.50830078125,0.436279296875
teddy bear,82180,bbox,1,4.476398468017578,1.335832953453064,-280.4414846736868,0.5029296875,0.422119140625
teddy bear,82180,bbox,2,5.130130767822266,1.4534671306610107,-290.49266474445653,0.466064453125,0.4453125
teddy bear,82180,segm,0,5.254680633544922,1.4375191926956177,-238.59971034541056,0.287353515625,0.401611328125
teddy bear,82180,segm,1,4.844902515411377,1.4240847826004028,-275.680166126273,0.3876953125,0.37109375
teddy bear,82180,segm,2,5.340156078338623,1.4190834760665894,-261.95568414213085,0.420166015625,0.422607421875
teddy bear,226058,bbox,0,4.911413669586182,1.4766504764556885,-385.0052178581802,0.2978515625,0.41064453125
teddy bear,226058,bbox,1,5.197090148925781,1.5222561359405518,-607.3542252571933,0.323486328125,0.385986328125
teddy bear,226058,bbox,2,5.361509799957275,1.483658790588379,-376.1499311967177,0.248291015625,0.416748046875
teddy bear,226058,segm,0,4.9549994468688965,1.515960454940796,-752.9410125451564,0.16357421875,0.401123046875
teddy bear,226058,segm,1,5.014956951141357,1.4830338954925537,-462.72639625872125,0.1519775390625,0.393310546875
teddy bear,226058,segm,2,5.0386810302734375,1.4873656034469604,-434.8567553036503,0.2181396484375,0.40380859375
teddy bear,549136,bbox,0,3.726825714111328,1.1704899072647097,-504.43052413971554,0.260986328125,0.419921875
teddy bear,549136,bbox,1,3.860573291778565,1.237275004386902,-253.4497550723733,0.373779296875,0.4208984375
teddy bear,549136,bbox,2,4.010688304901123,1.2899969816207886,-225.47732146642912,0.321533203125,0.43994140625
teddy bear,549136,segm,0,3.862319231033325,1.3001158237457275,-268.279184723584,0.299560546875,0.434814453125
teddy bear,549136,segm,1,4.08039665222168,1.304944396018982,-360.0407478144125,0.2607421875,0.439208984375
teddy bear,549136,segm,2,4.010230541229248,1.299033761024475,-311.045411634673,0.316650390625,0.435302734375
teddy bear,322844,bbox,0,5.316720962524414,1.5273990631103516,-449.201275418965,0.399169921875,0.390380859375
teddy bear,322844,bbox,1,5.453500747680664,1.5048627853393557,-491.210471657698,0.38720703125,0.449462890625
teddy bear,322844,bbox,2,5.908292293548584,1.6144872903823853,-924.0212870517972,0.0723876953125,0.266357421875
teddy bear,322844,segm,0,5.6020827293396,1.5229716300964355,-485.71839880172047,0.403564453125,0.424072265625
teddy bear,322844,segm,1,5.382403373718262,1.466447830200195,-636.6673359599345,0.4375,0.4384765625
teddy bear,322844,segm,2,5.517677307128906,1.486883282661438,-645.0338248625962,0.42041015625,0.433837890625
teddy bear,411938,bbox,0,4.992860794067383,1.443816065788269,-375.3676226735961,0.1282958984375,0.3974609375
teddy bear,411938,bbox,1,4.862753391265869,1.3966034650802612,-386.0563574245739,0.0972900390625,0.408203125
teddy bear,411938,bbox,2,4.7496113777160645,1.4246906042099,-391.1606706503815,0.157470703125,0.382568359375
teddy bear,411938,segm,0,4.708917140960693,1.423527717590332,-442.0016886719436,0.135986328125,0.396728515625
teddy bear,411938,segm,1,4.736327648162842,1.4677386283874512,-540.5113273946322,0.1356201171875,0.3916015625
teddy bear,411938,segm,2,4.7636308670043945,1.4765331745147705,-340.9391497127058,0.11505126953125,0.386474609375
teddy bear,349480,bbox,0,5.763731479644775,1.3445459604263306,-344.79783791905265,0.381103515625,0.426513671875
teddy bear,349480,bbox,1,6.004949569702148,1.3726588487625122,-536.7502014331953,0.36376953125,0.386474609375
teddy bear,349480,bbox,2,5.75750732421875,1.3981560468673706,-452.5335769878602,0.3828125,0.400146484375
